port1_H,port2_H,port3_H,port4_H,port1_D,port2_D,port3_D,port4_D
0.061717495901033675,0.44239305131751805,0.06594901248962068,0.42994044029182754,0.20972362144083134,0.3104898076968356,0.3694429201748792,0.11034365068745389
0.05640513875296891,0.44824832140676263,0.07411714329286379,0.42122939654740477,0.22036146916692648,0.30021726154405376,0.3773424450367436,0.10207882425227609
0.047116998276493745,0.45727516454025735,0.06727870364302053,0.4283291335402284,0.193232926690562,0.3254476438473991,0.3407855187685133,0.14053391069352558
0.05422550835773075,0.4495765312603359,0.05907498665053296,0.43712297373140047,0.18815091915228466,0.3297663552810833,0.32727011137511525,0.1548126141915167
0.05476272555473551,0.44893664322425414,0.05869283060721247,0.43760780061379795,0.18953490789045938,0.32831385348280895,0.3268806467340049,0.15527059189272674
0.06794830810352383,0.4349893733150753,0.04626777845521527,0.4507945401261856,0.1710924827299755,0.34540683592823707,0.30021399129482135,0.18328669004696618
0.07223297335486659,0.43066094820255374,0.0462525298678384,0.4508535485747413,0.15278318213073663,0.36205583506041694,0.2694483640715379,0.21571261873730857
0.04416971453393968,0.4609189803361308,0.0728995071913752,0.4220117979385542,0.18811055630902948,0.3254716516343118,0.2571657737737857,0.229252018282873
0.04637253779822672,0.45820609717485405,0.06829058984907105,0.4271307751778481,0.20398767736097687,0.30917468930806796,0.2524666009592382,0.23437103237171714
0.044852353760908084,0.4622588546252403,0.1036776724721312,0.38921111914172046,0.1637304170828702,0.3455646967821325,0.17886664793535811,0.31183823819963913
0.05829176685765034,0.4551004021165587,0.22034703918124993,0.26626079184454116,0.10583164308806772,0.39903917950508705,0.09480157198754367,0.4003276054193015
0.030878667410947296,0.48748196133795857,0.29850976998405976,0.18312960126703437,0.1360014514992331,0.3637839577268372,0.01353454135686254,0.4866800494170671
0.024018868434685224,0.49266594511413536,0.26671813349141343,0.21659705295976597,0.15509356992345086,0.34458295628231167,0.012240348772350324,0.4880831250218871
0.02200488482690042,0.4944462640847771,0.2624333956307575,0.22111545545756486,0.15729809211819223,0.3424707264999107,0.015139915632683694,0.48509126574921335
0.0260692952717854,0.4916197154477944,0.2850554121680838,0.19725557711233638,0.14534899758224917,0.35417021977012164,0.010688383820443674,0.48979239882718545
0.026570594769900355,0.49113544263882875,0.2859573580563706,0.1963366045349003,0.1445577923788012,0.3552560700984832,0.01103675767615729,0.4891493798465583
0.021411752526709193,0.49596635397245714,0.2755828678087766,0.20703902569205712,0.15496136384683185,0.3446064723474687,0.008819083001979708,0.4916130808037196
0.015574752202521948,0.4997135729474287,0.23939834606979843,0.2453133287802511,0.17518332745529253,0.3254563662042303,0.021398965134011273,0.4779613412064661
0.035572250737409106,0.480298626676252,0.25270355109989506,0.23142557148644374,0.16040510981973932,0.33901444153781274,0.010216877798623401,0.4903635708438245
0.055177984419394956,0.45505703441436446,0.16790585177066647,0.321859129395574,0.17507665835525824,0.3261581602569608,0.043957020641740244,0.4548081607460407
0.08746908851994273,0.41769050308428507,0.08712736923549536,0.40771303916027685,0.21373062642732785,0.2899123782685318,0.0831508625481382,0.41320613275600226
0.0934698822625521,0.41150175867601385,0.08842431327048927,0.4066040457909448,0.21116376819714408,0.29215909013455915,0.07863563593807868,0.41804150573021803
0.08728292841911221,0.4171855993480469,0.08102691589418128,0.41450455633865974,0.23546574165339487,0.26750242891214365,0.08138188215459048,0.4156499472798709
0.06834341123934602,0.4359098192965761,0.07502338443558672,0.42072338502849116,0.3478644623111036,0.1524439044905408,0.06607087580750766,0.43362075739084793
0.046876116999054224,0.4583018702745318,0.08541843880494947,0.40940357392146454,0.33232831598202894,0.16779049174817112,0.06047381219329079,0.4394073800765093
0.04758262678093041,0.4581929614011536,0.0922037136764599,0.4020206981414561,0.2961007920036349,0.2048516984217408,0.06409727536932398,0.4349502342053002
0.053298911843953314,0.45073194846330167,0.062938783215125,0.4330303564776201,0.3512518766133597,0.15111885459758434,0.09739096144126816,0.40023830734778787
0.048645113225411964,0.45555332265457604,0.06454152437576371,0.43126003974424826,0.35922338742812654,0.14347115807977526,0.10269861906095629,0.3946068354311419
0.04958780903206754,0.45475231649152176,0.06426506039536763,0.431394814081043,0.3586391733183381,0.14389898306572763,0.09957669891133726,0.39788514470459696
0.08957161821601227,0.41244915702995555,0.03178120943835918,0.466198015315673,0.40070164564219474,0.10428482724569252,0.1489776522939832,0.3460358748181295
0.09108023971751869,0.41069949134902917,0.03099732130099243,0.46722294763245964,0.39964139552750133,0.10543151977551882,0.1496478448834613,0.3452792398135186
0.07712782597410305,0.42580532661074694,0.04561535823991975,0.4514514891752302,0.4249649695068474,0.07942425173623943,0.14270958131164652,0.35290119744526666
0.07501271543196472,0.42808980682440206,0.049560409603157385,0.4473370681404759,0.4265825224803857,0.0774288943882847,0.13912432107350936,0.3568642620578201
0.06565508977314365,0.4377925829406023,0.05633371593472438,0.4402186113515296,0.41267337415044625,0.09164450903599065,0.13979976743277084,0.3558823493807923
0.0523437434435993,0.4523397760236238,0.06650660498911666,0.4288098755436602,0.38606078738968297,0.11913947777084666,0.1463375204676544,0.3484622143718161
0.06352972107083164,0.44043005595088597,0.05763375932033425,0.438406463657948,0.39651269027320196,0.10941001846894909,0.16168029441470647,0.3323969968431424
0.06711675602280114,0.43634595809936466,0.05350950795159285,0.4430277779262413,0.39550376785256025,0.11052248097243993,0.1668209635206352,0.3271527876543645
0.06036853981593542,0.4429050899807089,0.056768925132891446,0.4399574450704642,0.3933407536324706,0.11154983842069735,0.1448668262063744,0.3502425817404576
0.06821339400066785,0.4351807323113989,0.0529260714388158,0.44367980224911757,0.39532879390734255,0.11126496803081451,0.17051337379613196,0.3228928642657109
0.06792853491563522,0.4357649020660278,0.05468298931671949,0.4416235737016175,0.39668107570896893,0.11006303447128435,0.17355673932062807,0.31969915049911857
0.06846146890627507,0.4348567473665062,0.05394438088542911,0.4427374028417897,0.39597371761602673,0.11060286096013729,0.17436782927118774,0.31905559215264834
0.07085243123662013,0.4322696627598689,0.05085747066434265,0.44602043533916813,0.3926168683325224,0.11404308438386723,0.1782251359350052,0.31511491134860514
0.07721322392559332,0.425982429540291,0.05012930530394529,0.4466750412301704,0.3914690848427373,0.11689541323831897,0.2043607418647546,0.2872747600541891
0.16977163040902984,0.3298869377048641,0.01408526815344079,0.4862561637326654,0.4899323877155463,0.0182278795498224,0.22353017086726137,0.26830956186736993
0.17609580113539752,0.3234066908878028,0.012352333273593419,0.48814517470320634,0.48773697396309895,0.020605619667259236,0.23349935190033946,0.25815805446930234
0.19107493566717368,0.30796667350632756,0.008914638199560152,0.4920437526269387,0.48642469187545967,0.02299405746953272,0.247352106051742,0.2432291446032655
0.1834595994267397,0.31560250447908106,0.010210345566412135,0.49072755052776695,0.4810915697156686,0.028153198778874868,0.2439651242540731,0.2467901072513836
0.18241435514497617,0.3162707381981028,0.00818764515082678,0.49312726150609426,0.4786174806885593,0.030310182858503135,0.23960096145745194,0.2514713749954856
0.18383530563948952,0.3149407964814099,0.007903672229575803,0.4933202256495247,0.47862337572994135,0.030345472596378105,0.2406544548715638,0.2503766968021167
0.18859019871118451,0.31168730805552236,0.027856023369096074,0.47186646986419706,0.490387136720228,0.019954418196312815,0.26280829562223834,0.22685014946122084
0.16923677487094826,0.3311271113075807,0.024962882954906368,0.4746732308665645,0.48009305116394585,0.02967053792118102,0.2488429951852669,0.2413934157296061
0.16564073646113425,0.3344776881344342,0.02260826071582621,0.47727331468860523,0.48065420287844346,0.028322575564786383,0.23929451507882735,0.25172870647794265
0.07745851112691644,0.42596032028454706,0.0649933832545049,0.4315877853340315,0.4352425472428637,0.06875928362955326,0.14643043189662355,0.3495677372309594
0.08636201638121702,0.41631568512751277,0.0543028687855547,0.44301942970571545,0.4429396859464997,0.06125543007436063,0.1531597304651477,0.342645153513992
0.06806900305435526,0.4356617081458222,0.0669806549635741,0.42928863383624855,0.4249380566109094,0.07789787801393011,0.12773962220629484,0.36942444316886575
0.03328976548206791,0.4730540180567129,0.09727712701921805,0.39637908944200123,0.37039290818959514,0.13401785504454783,0.13669815808179442,0.3588910786840626
0.03094890038137308,0.47626122324343767,0.10352499616550052,0.3892648802096887,0.3689520945773017,0.135229044751825,0.13109012579632223,0.36472873487455115
0.03334249461738333,0.47380330928686754,0.1003917650115698,0.39246243108417944,0.3728293101979303,0.1317983724687802,0.13486835094131147,0.36050396639197807
0.02375256364331182,0.48418406295712046,0.11500334975374286,0.37706002364582475,0.356215848298894,0.1476431279831023,0.11951247425041021,0.37662854946759355
0.008664604395230223,0.49997551759947856,0.1333057058086399,0.35805417219665137,0.2886384161417772,0.2174974315767636,0.14516239761909025,0.34870175466236897
0.0037716631714043206,0.5062125420009768,0.1542527449485795,0.3357630498790394,0.2716282745953398,0.23199305020577407,0.10185326961977517,0.39452540557911087
0.027991764099779933,0.4782227907012133,0.0919666293373837,0.40181881586162305,0.33515369406971857,0.17046844931235103,0.13920153058130164,0.35517632603662896
0.03817034391241647,0.4672250002513089,0.07732609397679766,0.41727856185947687,0.32605922423889133,0.17807235035583285,0.11225262119420075,0.3836158042110751
0.01334650129826226,0.49529897934724954,0.12763430945598,0.3637202098985083,0.3296520601646795,0.17181291026272472,0.07131087973688768,0.42722414983570794
0.10013262209980617,0.40529905288130597,0.08353636796394494,0.41103195705494305,0.44229377325146263,0.06067514533654636,0.1251442285026385,0.3718868529093525
0.09990267191713734,0.40548715730317286,0.0836714130933175,0.4109387576863722,0.4420439355945477,0.0608927288316523,0.12495839456398002,0.37210494100982017
0.09981038304860851,0.40557924489045993,0.08376753240053748,0.41084283966039403,0.44178013372716624,0.06102477436557187,0.12488382220775794,0.372311269699504
0.14550576606776414,0.35865773688866026,0.08109240930811067,0.41474408773546484,0.4586619718963825,0.04490479663062202,0.14170746657501554,0.35472576489797997
0.19201951157431288,0.3089906661663067,0.041643321387625894,0.45734650087175455,0.4868245610224383,0.019704820403592904,0.19836839566402234,0.2951022229099465
0.2177234269809193,0.2831425646652137,0.0399305379877197,0.45920347036614734,0.49527210900525986,0.012756862414708537,0.2258103644029839,0.2661606641770478
0.17611109377312553,0.3249276834999788,0.041781758485967664,0.45717946424092787,0.47666449643029074,0.028399638074309813,0.17840737588572617,0.3165284896096732
0.17777314450728238,0.3236429524720897,0.04966679712269738,0.4489171058979306,0.47060943737334443,0.034376418834856405,0.16875654759951697,0.3262575961922821
0.1822286343098133,0.3195336647765868,0.04532278832138335,0.45291491259221656,0.47355381679490266,0.031751872451927204,0.175416055632646,0.31927825512052405
0.17584321323040114,0.3248819708923836,0.0258776962667338,0.47339711961048137,0.4817109360916895,0.023976539713275208,0.18988318426024678,0.3044293399347885
0.1790939825849143,0.3207605829901769,0.02526858915050688,0.47487684527440194,0.4886404451434782,0.01777417333042369,0.2001655853928648,0.29341979613323343
0.1404313651255235,0.3610473133328289,0.03511269124283006,0.4634086302988176,0.464860444380498,0.039329877437743736,0.1542846050253308,0.3415250731564275
0.13399488357508532,0.36693422007298077,0.035849922049724973,0.463220974302209,0.4625112737981504,0.04107923271868788,0.14973465394081725,0.34667483954234457
0.12218442785623229,0.3797658069756369,0.049081277658421706,0.4489684875097091,0.45130901811191376,0.051448653348447164,0.1327620689328145,0.36448025960682445
0.12241209557675417,0.3795109688959552,0.04961629518814465,0.44846064033914596,0.4470322924929065,0.055531435037579915,0.12851058382888741,0.36892568864062625
0.1284134843360399,0.3733452499191958,0.045332600200228314,0.45290866554453596,0.44912372469086426,0.054245784835631444,0.13257633133640587,0.36405415913709843
0.13136277690148063,0.37134050227376914,0.05012707003345547,0.4471696507912947,0.46067928503262506,0.04311205098054636,0.1442443078676362,0.3519643561191923
0.14013697767486705,0.36145376002500557,0.04021172898309518,0.4581975333170322,0.4685439278354845,0.03564924314472941,0.15723539424905042,0.3385714347707357
0.19101760327102738,0.30958035334787637,0.040232163875019405,0.45916987950607685,0.4781578474800271,0.027578541063430644,0.18709892308500964,0.3071646883715325
0.1995909223391142,0.3019539986134263,0.05562125517245806,0.4428338238750014,0.4656763227165885,0.03911867685266348,0.1708772148636229,0.324327785567125
0.19630635354799433,0.3049540152501841,0.04819859248442167,0.45054103871739987,0.47078138150016635,0.034507959447417885,0.17795872231586973,0.31675193673654606
0.1973318405080296,0.3045069200129641,0.05014148206667119,0.4480197574123351,0.47417390190069925,0.031328359020198863,0.18135838808719443,0.3131393509919075
0.1827394216036005,0.3199132633587538,0.06708605377402567,0.43026126126362013,0.46442072923570277,0.03985764145278231,0.15834764036250787,0.33737398894900694
0.1820725672382396,0.3208813793447698,0.06518452660207773,0.4318615268149129,0.4653889485766769,0.039112544118968424,0.1595938185359005,0.3359046887684541
0.24409818735227998,0.25625040142623506,0.035494785368278166,0.464156625853207,0.43992149293008714,0.06678442336546941,0.194704137523264,0.2985899461811794
0.2559660251731822,0.2437711602844694,0.031144568947709617,0.4691182455946388,0.4217418219056926,0.08537813617839432,0.1999616307195338,0.29291841119637924
0.2573005710302455,0.24279556531631402,0.03864922146182656,0.4612546421916139,0.4437787248418258,0.06351356319530607,0.20439321640194733,0.2883144955609208
0.25710998948249575,0.24267159833863253,0.038986922126318234,0.4612314900525536,0.44409141330578894,0.0630336383976637,0.2044901417550484,0.28838480654149884
0.2605072464448793,0.2387370419251365,0.0305154520876958,0.4702402595422883,0.4185719499893058,0.0889754352870965,0.20373710058082053,0.2887155141427772
0.2655002570488337,0.2353775000510721,0.04427565002116315,0.454846592878931,0.45355331935875154,0.05411633165355668,0.21312203270501714,0.2792083162826746
0.2864811001145217,0.2132534057360032,0.03980118254670021,0.4604643116027748,0.48202439098247435,0.028652928403298108,0.2697546964925917,0.2195679841216359
0.28598817908614216,0.21367222999378122,0.040667556859927255,0.4596720340601495,0.4807126235721275,0.02990787293819258,0.266799816720907,0.22257968676877285
0.26104036252908663,0.23906041215638232,0.034626425695735236,0.4652727996187959,0.4781990590142369,0.030910691247926753,0.24188487739608355,0.24900537234175282
0.2549199957819137,0.24524711241691796,0.03712820066447637,0.4627046911366919,0.480371495711686,0.02829940010136277,0.23630734966164424,0.25502175452530707
0.24843565539992965,0.251254544550137,0.03266735151666982,0.46764244853326353,0.47438856160095194,0.03382471989243259,0.22831487583359442,0.263471842673021
0.24599964347454245,0.2535329896775013,0.031076670114473615,0.46939069673348266,0.4723409015833959,0.03577301578912919,0.2260245192714917,0.26586156335598327
0.24899636266137465,0.2502609005222003,0.025415169061322858,0.47532756775510204,0.4821707824990905,0.026921601438319856,0.24316490235046534,0.24774271371212434
0.2520050343979138,0.247462397914085,0.02889410302185568,0.4716384646661456,0.48624122826483057,0.022916684185502086,0.24708807150501855,0.24375401604464877
0.24002738830801013,0.2585001501438231,0.01151226557370856,0.4899601959744583,0.4646999854702998,0.044727297577412804,0.24483452481716625,0.2457381921351212
0.23462448471483333,0.2640421934281681,0.008189800672815275,0.49314352118418336,0.4589356970161142,0.05072847881133042,0.24697434333002805,0.2433614808425275
0.20664315517882453,0.2931710107697569,0.020650046043491202,0.47953578800792745,0.46406907093403216,0.04254834036536468,0.19942638860349268,0.2939562000971106
0.17556210969853459,0.3253350024218462,0.03572981693360982,0.4633730709460094,0.4453966470782674,0.058660659781164845,0.15518400049237321,0.3407586926481945
0.18175201059131035,0.31928552048456005,0.034576356219958485,0.46438611270417096,0.4456748925729431,0.05883261717777565,0.159044321775308,0.3364481684739731
0.18094659700755972,0.3198529937093171,0.03537939645520848,0.46382101282791477,0.4456640451246577,0.05865534558253981,0.15830972624058093,0.33737088305222157
